standard,family,shape,lb_per_ft,A_in2,d_in,bf_in,tf_in,tw_in,rx_in,ry_in,T,kdes
AISC,HSS,HSS3-1/2X1-1/2X3/16,5.59,1.54,,,,,1.17,0.594,,
AISC,HSS,HSS3-1/2X1-1/2X1/8,3.9,1.07,,,,,1.21,0.619,,
AISC,HSS,HSS3X3X3/8,12.17,3.39,,,,,1.06,1.06,,
AISC,HSS,HSS3X3X5/16,10.58,2.94,,,,,1.08,1.08,,
AISC,HSS,HSS3X3X1/4,8.81,2.44,,,,,1.11,1.11,,
AISC,HSS,HSS3X3X3/16,6.87,1.89,,,,,1.14,1.14,,
AISC,HSS,HSS3X3X1/8,4.75,1.3,,,,,1.17,1.17,,
AISC,HSS,HSS3X2-1/2X5/16,9.51,2.64,,,,,1.05,0.908,,
AISC,HSS,HSS3X2-1/2X1/4,7.96,2.21,,,,,1.08,0.935,,
AISC,HSS,HSS3X2-1/2X3/16,6.23,1.71,,,,,1.11,0.963,,
AISC,HSS,HSS3X2-1/2X1/8,4.33,1.19,,,,,1.14,0.99,,
AISC,HSS,HSS3X2X5/16,8.45,2.35,,,,,1.01,0.725,,
AISC,HSS,HSS3X2X1/4,7.11,1.97,,,,,1.04,0.751,,
AISC,HSS,HSS3X2X3/16,5.59,1.54,,,,,1.07,0.778,,
AISC,HSS,HSS3X2X1/8,3.9,1.07,,,,,1.1,0.804,,
AISC,HSS,HSS3X1-1/2X1/4,6.26,1.74,,,,,0.982,0.559,,
AISC,HSS,HSS3X1-1/2X3/16,4.96,1.37,,,,,1.02,0.584,,
AISC,HSS,HSS3X1-1/2X1/8,3.48,0.956,,,,,1.05,0.61,,
AISC,HSS,HSS3X1X3/16,4.32,1.19,,,,,0.947,0.38,,
AISC,HSS,HSS3X1X1/8,3.05,0.84,,,,,0.987,0.405,,
AISC,HSS,HSS2-1/2X2-1/2X5/16,8.45,2.35,,,,,0.88,0.88,,
AISC,HSS,HSS2-1/2X2-1/2X1/4,7.11,1.97,,,,,0.908,0.908,,
AISC,HSS,HSS2-1/2X2-1/2X3/16,5.59,1.54,,,,,0.937,0.937,,
AISC,HSS,HSS2-1/2X2-1/2X1/8,3.9,1.07,,,,,0.965,0.965,,
AISC,HSS,HSS2-1/2X2X1/4,6.26,1.74,,,,,0.874,0.731,,
AISC,HSS,HSS2-1/2X2X3/16,4.96,1.37,,,,,0.904,0.758,,
AISC,HSS,HSS2-1/2X2X1/8,3.48,0.956,,,,,0.934,0.785,,
AISC,HSS,HSS2-1/2X1-1/2X1/4,5.41,1.51,,,,,0.826,0.546,,
AISC,HSS,HSS2-1/2X1-1/2X3/16,4.32,1.19,,,,,0.86,0.572,,
AISC,HSS,HSS2-1/2X1-1/2X1/8,3.05,0.84,,,,,0.892,0.597,,
AISC,HSS,HSS2-1/2X1X3/16,3.68,1.02,,,,,0.796,0.374,,
AISC,HSS,HSS2-1/2X1X1/8,2.63,0.724,,,,,0.834,0.399,,
AISC,HSS,HSS2-1/4X2-1/4X1/4,6.26,1.74,,,,,0.806,0.806,,
AISC,HSS,HSS2-1/4X2-1/4X3/16,4.96,1.37,,,,,0.835,0.835,,
AISC,HSS,HSS2-1/4X2-1/4X1/8,3.48,0.956,,,,,0.863,0.863,,
AISC,HSS,HSS2X2X1/4,5.41,1.51,,,,,0.704,0.704,,
AISC,HSS,HSS2X2X3/16,4.32,1.19,,,,,0.733,0.733,,
AISC,HSS,HSS2X2X1/8,3.05,0.84,,,,,0.761,0.761,,
AISC,HSS,HSS2X1-1/2X3/16,3.68,1.02,,,,,0.697,0.554,,
AISC,HSS,HSS2X1-1/2X1/8,2.63,0.724,,,,,0.728,0.581,,
AISC,HSS,HSS2X1X3/16,3.04,0.845,,,,,0.643,0.365,,
AISC,HSS,HSS2X1X1/8,2.2,0.608,,,,,0.679,0.39,,
AISC,HSS,HSS1-1/2X1-1/2X1/4,3.71,1.04,,,,,0.5,0.5,,
AISC,HSS,HSS1-1/2X1-1/2X3/16,3.04,0.845,,,,,0.528,0.528,,
AISC,HSS,HSS1-1/2X1-1/2X1/8,2.2,0.608,,,,,0.557,0.557,,
AISC,HSS,HSS28.000X1.000,288.63,79.1,,,,,9.58,9.58,,
AISC,HSS,HSS28.000X0.875,253.72,69.5,,,,,9.62,9.62,,
AISC,HSS,HSS28.000X0.750,218.48,59.8,,,,,9.66,9.66,,
AISC,HSS,HSS28.000X0.625,182.9,50.1,,,,,9.7,9.7,,
AISC,HSS,HSS28.000X0.500,146.99,40.2,,,,,9.74,9.74,,
AISC,HSS,HSS28.000X0.375,110.74,30.3,,,,,9.78,9.78,,
AISC,HSS,HSS26.000X0.750,202.44,55.4,,,,,8.95,8.95,,
AISC,HSS,HSS26.000X0.625,169.54,46.4,,,,,8.99,8.99,,
AISC,HSS,HSS26.000X0.500,136.3,37.3,,,,,9.03,9.03,,
AISC,HSS,HSS26.000X0.375,102.73,28.1,,,,,9.07,9.07,,
AISC,HSS,HSS26.000X0.313,85.81,23.5,,,,,9.09,9.09,,
AISC,HSS,HSS24.000X1.000,245.87,67.4,,,,,8.16,8.16,,
AISC,HSS,HSS24.000X0.875,216.31,59.3,,,,,8.2,8.2,,
AISC,HSS,HSS24.000X0.750,186.41,51.1,,,,,8.24,8.24,,
AISC,HSS,HSS24.000X0.625,156.18,42.8,,,,,8.28,8.28,,
AISC,HSS,HSS24.000X0.500,125.61,34.4,,,,,8.32,8.32,,
AISC,HSS,HSS24.000X0.375,94.71,25.9,,,,,8.36,8.36,,
AISC,HSS,HSS24.000X0.313,79.13,21.6,,,,,8.38,8.38,,
AISC,HSS,HSS22.000X0.750,170.37,46.7,,,,,7.54,7.54,,
AISC,HSS,HSS22.000X0.625,142.81,39.1,,,,,7.58,7.58,,
AISC,HSS,HSS22.000X0.500,114.92,31.5,,,,,7.62,7.62,,
AISC,HSS,HSS22.000X0.375,86.69,23.7,,,,,7.66,7.66,,
AISC,HSS,HSS22.000X0.313,72.45,19.8,,,,,7.68,7.68,,
AISC,HSS,HSS20.000X1.000,203.11,55.7,,,,,6.75,6.75,,
AISC,HSS,HSS20.000X0.875,178.89,49.0,,,,,6.79,6.79,,
AISC,HSS,HSS20.000X0.750,154.34,42.3,,,,,6.83,6.83,,
AISC,HSS,HSS20.000X0.625,129.45,35.5,,,,,6.87,6.87,,
AISC,HSS,HSS20.000X0.500,104.0,28.5,,,,,6.91,6.91,,
AISC,HSS,HSS20.000X0.375,78.67,21.5,,,,,6.95,6.95,,
AISC,HSS,HSS20.000X0.313,65.77,18.0,,,,,6.97,6.97,,
AISC,HSS,HSS20.000X0.250,52.78,14.4,,,,,6.99,6.99,,
AISC,HSS,HSS18.000X1.000,181.73,49.9,,,,,6.04,6.04,,
AISC,HSS,HSS18.000X0.875,160.19,43.9,,,,,6.08,6.08,,
AISC,HSS,HSS18.000X0.750,138.3,37.9,,,,,6.12,6.12,,
AISC,HSS,HSS18.000X0.625,116.09,31.8,,,,,6.16,6.16,,
AISC,HSS,HSS18.000X0.500,93.54,25.6,,,,,6.2,6.2,,
AISC,HSS,HSS18.000X0.375,70.66,19.4,,,,,6.24,6.24,,
AISC,HSS,HSS18.000X0.313,59.09,16.2,,,,,6.26,6.26,,
AISC,HSS,HSS18.000X0.250,47.44,13.0,,,,,6.28,6.28,,
AISC,HSS,HSS16.000X1.000,160.35,44.0,,,,,5.34,5.34,,
AISC,HSS,HSS16.000X0.875,141.48,38.8,,,,,5.38,5.38,,
AISC,HSS,HSS16.000X0.750,122.27,33.5,,,,,5.42,5.42,,
AISC,HSS,HSS16.000X0.625,103.0,28.1,,,,,5.46,5.46,,
AISC,HSS,HSS16.000X0.500,82.85,22.7,,,,,5.49,5.49,,
AISC,HSS,HSS16.000X0.438,72.87,19.9,,,,,5.51,5.51,,
AISC,HSS,HSS16.000X0.375,62.64,17.2,,,,,5.53,5.53,,
AISC,HSS,HSS16.000X0.312,52.32,14.4,,,,,5.55,5.55,,
AISC,HSS,HSS16.000X0.250,42.09,11.5,,,,,5.58,5.58,,
AISC,HSS,HSS14.000X1.000,138.97,38.2,,,,,4.63,4.63,,
AISC,HSS,HSS14.000X0.875,122.77,33.7,,,,,4.67,4.67,,
AISC,HSS,HSS14.000X0.750,106.23,29.1,,,,,4.71,4.71,,
AISC,HSS,HSS14.000X0.625,89.36,24.5,,,,,4.75,4.75,,
AISC,HSS,HSS14.000X0.500,72.16,19.8,,,,,4.79,4.79,,
AISC,HSS,HSS14.000X0.375,54.62,15.0,,,,,4.83,4.83,,
AISC,HSS,HSS14.000X0.312,45.65,12.5,,,,,4.85,4.85,,
AISC,HSS,HSS14.000X0.250,36.75,10.1,,,,,4.87,4.87,,
AISC,HSS,HSS14.000X0.188,27.69,7.57,,,,,4.89,4.89,,
AISC,HSS,HSS13.375X0.625,85.19,23.4,,,,,4.53,4.53,,
AISC,HSS,HSS13.375X0.500,68.82,18.9,,,,,4.57,4.57,,
AISC,HSS,HSS13.375X0.375,52.11,14.3,,,,,4.61,4.61,,
AISC,HSS,HSS13.375X0.313,43.64,11.9,,,,,4.63,4.63,,
AISC,HSS,HSS13.375X0.250,35.08,9.6,,,,,4.65,4.65,,
AISC,HSS,HSS13.375X0.188,26.43,7.23,,,,,4.67,4.67,,
AISC,HSS,HSS12.750X0.750,96.21,26.4,,,,,4.27,4.27,,
AISC,HSS,HSS12.750X0.625,81.01,22.2,,,,,4.31,4.31,,
AISC,HSS,HSS12.750X0.500,65.48,17.9,,,,,4.35,4.35,,
AISC,HSS,HSS12.750X0.375,49.61,13.6,,,,,4.39,4.39,,
AISC,HSS,HSS12.750X0.250,33.41,9.16,,,,,4.43,4.43,,
AISC,HSS,HSS12.750X0.188,25.18,6.89,,,,,4.45,4.45,,
AISC,HSS,HSS12.000X0.625,76.0,20.9,,,,,4.04,4.04,,
AISC,HSS,HSS12.000X0.500,61.47,16.9,,,,,4.08,4.08,,
AISC,HSS,HSS12.000X0.375,46.6,12.8,,,,,4.12,4.12,,
AISC,HSS,HSS12.000X0.250,31.4,8.6,,,,,4.16,4.16,,
AISC,HSS,HSS11.750X0.625,74.33,20.4,,,,,3.95,3.95,,
AISC,HSS,HSS11.750X0.500,60.13,16.5,,,,,3.99,3.99,,
AISC,HSS,HSS11.750X0.375,45.6,12.5,,,,,4.03,4.03,,
AISC,HSS,HSS11.750X0.337,41.12,11.3,,,,,4.04,4.04,,
AISC,HSS,HSS11.750X0.250,30.73,8.41,,,,,4.07,4.07,,
AISC,HSS,HSS10.750X0.625,67.65,18.6,,,,,3.6,3.6,,
AISC,HSS,HSS10.750X0.500,54.79,15.0,,,,,3.64,3.64,,
AISC,HSS,HSS10.750X0.375,41.59,11.4,,,,,3.68,3.68,,
AISC,HSS,HSS10.750X0.313,34.87,9.55,,,,,3.7,3.7,,
AISC,HSS,HSS10.750X0.250,28.06,7.7,,,,,3.72,3.72,,
AISC,HSS,HSS10.750X0.188,21.17,5.79,,,,,3.74,3.74,,
AISC,HSS,HSS10.000X0.625,62.64,17.2,,,,,3.34,3.34,,
AISC,HSS,HSS10.000X0.500,50.78,13.9,,,,,3.38,3.38,,
AISC,HSS,HSS10.000X0.375,38.58,10.6,,,,,3.41,3.41,,
AISC,HSS,HSS10.000X0.312,32.31,8.88,,,,,3.43,3.43,,
AISC,HSS,HSS10.000X0.250,26.06,7.15,,,,,3.45,3.45,,
AISC,HSS,HSS10.000X0.188,19.72,5.37,,,,,3.47,3.47,,
AISC,HSS,HSS9.625X0.625,60.13,16.5,,,,,3.2,3.2,,
AISC,HSS,HSS9.625X0.500,48.77,13.4,,,,,3.24,3.24,,
AISC,HSS,HSS9.625X0.375,37.08,10.2,,,,,3.28,3.28,,
AISC,HSS,HSS9.625X0.312,31.06,8.53,,,,,3.3,3.3,,
AISC,HSS,HSS9.625X0.250,25.06,6.87,,,,,3.32,3.32,,
AISC,HSS,HSS9.625X0.188,18.97,5.17,,,,,3.34,3.34,,
AISC,HSS,HSS8.625X0.625,53.45,14.7,,,,,2.85,2.85,,
AISC,HSS,HSS8.625X0.500,43.43,11.9,,,,,2.89,2.89,,
AISC,HSS,HSS8.625X0.375,33.07,9.07,,,,,2.93,2.93,,
AISC,HSS,HSS8.625X0.322,28.58,7.85,,,,,2.95,2.95,,
AISC,HSS,HSS8.625X0.250,22.38,6.14,,,,,2.97,2.97,,
AISC,HSS,HSS8.625X0.188,16.96,4.62,,,,,2.99,2.99,,
AISC,HSS,HSS7.500X0.500,37.42,10.3,,,,,2.49,2.49,,
AISC,HSS,HSS7.500X0.375,28.56,7.84,,,,,2.53,2.53,,
AISC,HSS,HSS7.500X0.312,23.97,6.59,,,,,2.55,2.55,,
AISC,HSS,HSS7.500X0.250,19.38,5.32,,,,,2.57,2.57,,
AISC,HSS,HSS7.500X0.188,14.7,4.0,,,,,2.59,2.59,,
AISC,HSS,HSS7.000X0.500,34.74,9.55,,,,,2.32,2.32,,
AISC,HSS,HSS7.000X0.375,26.56,7.29,,,,,2.35,2.35,,
AISC,HSS,HSS7.000X0.312,22.31,6.13,,,,,2.37,2.37,,
AISC,HSS,HSS7.000X0.250,18.04,4.95,,,,,2.39,2.39,,
AISC,HSS,HSS7.000X0.188,13.69,3.73,,,,,2.41,2.41,,
AISC,HSS,HSS7.000X0.125,9.19,2.51,,,,,2.43,2.43,,
AISC,HSS,HSS6.875X0.375,26.06,7.16,,,,,2.31,2.31,,
AISC,HSS,HSS6.875X0.312,21.89,6.02,,,,,2.33,2.33,,
AISC,HSS,HSS6.875X0.250,17.71,4.86,,,,,2.35,2.35,,
AISC,HSS,HSS6.875X0.188,13.44,3.66,,,,,2.37,2.37,,
AISC,HSS,HSS6.625X0.500,32.74,9.0,,,,,2.18,2.18,,
AISC,HSS,HSS6.625X0.432,28.6,7.86,,,,,2.2,2.2,,
AISC,HSS,HSS6.625X0.375,25.06,6.88,,,,,2.22,2.22,,
AISC,HSS,HSS6.625X0.312,21.06,5.79,,,,,2.24,2.24,,
AISC,HSS,HSS6.625X0.280,18.99,5.2,,,,,2.25,2.25,,
AISC,HSS,HSS6.625X0.250,17.04,4.68,,,,,2.26,2.26,,
AISC,HSS,HSS6.625X0.188,12.94,3.53,,,,,2.28,2.28,,
AISC,HSS,HSS6.625X0.125,8.69,2.37,,,,,2.3,2.3,,
AISC,HSS,HSS6.000X0.500,29.4,8.09,,,,,1.96,1.96,,
AISC,HSS,HSS6.000X0.375,22.55,6.2,,,,,2.0,2.0,,
AISC,HSS,HSS6.000X0.312,18.97,5.22,,,,,2.02,2.02,,
AISC,HSS,HSS6.000X0.280,17.12,4.69,,,,,2.03,2.03,,
AISC,HSS,HSS6.000X0.250,15.37,4.22,,,,,2.04,2.04,,
AISC,HSS,HSS6.000X0.188,11.68,3.18,,,,,2.06,2.06,,
AISC,HSS,HSS6.000X0.125,7.85,2.14,,,,,2.08,2.08,,
AISC,HSS,HSS5.563X0.500,27.06,7.45,,,,,1.81,1.81,,
AISC,HSS,HSS5.563X0.375,20.8,5.72,,,,,1.85,1.85,,
AISC,HSS,HSS5.563X0.258,14.63,4.01,,,,,1.88,1.88,,
AISC,HSS,HSS5.563X0.188,10.8,2.95,,,,,1.91,1.91,,
AISC,HSS,HSS5.563X0.134,7.78,2.12,,,,,1.92,1.92,,
AISC,HSS,HSS5.500X0.500,26.73,7.36,,,,,1.79,1.79,,
AISC,HSS,HSS5.500X0.375,20.55,5.65,,,,,1.83,1.83,,
AISC,HSS,HSS5.500X0.258,14.46,3.97,,,,,1.86,1.86,,
AISC,HSS,HSS5.000X0.500,24.05,6.62,,,,,1.61,1.61,,
AISC,HSS,HSS5.000X0.375,18.54,5.1,,,,,1.65,1.65,,
AISC,HSS,HSS5.000X0.312,15.64,4.3,,,,,1.67,1.67,,
AISC,HSS,HSS5.000X0.258,13.08,3.59,,,,,1.69,1.69,,
AISC,HSS,HSS5.000X0.250,12.69,3.49,,,,,1.69,1.69,,
AISC,HSS,HSS5.000X0.188,9.67,2.64,,,,,1.71,1.71,,
AISC,HSS,HSS5.000X0.125,6.51,1.78,,,,,1.73,1.73,,
AISC,HSS,HSS4.500X0.375,16.54,4.55,,,,,1.47,1.47,,
AISC,HSS,HSS4.500X0.337,15.0,4.12,,,,,1.48,1.48,,
AISC,HSS,HSS4.500X0.237,10.8,2.96,,,,,1.52,1.52,,
AISC,HSS,HSS4.500X0.188,8.67,2.36,,,,,1.53,1.53,,
AISC,HSS,HSS4.500X0.125,5.85,1.6,,,,,1.55,1.55,,
AISC,HSS,HSS4.000X0.313,12.34,3.39,,,,,1.32,1.32,,
AISC,HSS,HSS4.000X0.250,10.0,2.76,,,,,1.33,1.33,,
AISC,HSS,HSS4.000X0.237,9.53,2.61,,,,,1.34,1.34,,
AISC,HSS,HSS4.000X0.226,9.12,2.5,,,,,1.34,1.34,,
AISC,HSS,HSS4.000X0.220,8.89,2.44,,,,,1.34,1.34,,
AISC,HSS,HSS4.000X0.188,7.66,2.09,,,,,1.35,1.35,,
AISC,HSS,HSS4.000X0.125,5.18,1.42,,,,,1.37,1.37,,
AISC,HSS,HSS3.500X0.313,10.66,2.93,,,,,1.14,1.14,,
AISC,HSS,HSS3.500X0.300,10.26,2.82,,,,,1.14,1.14,,
AISC,HSS,HSS3.500X0.250,8.69,2.39,,,,,1.16,1.16,,
AISC,HSS,HSS3.500X0.216,7.58,2.08,,,,,1.17,1.17,,
AISC,HSS,HSS3.500X0.203,7.15,1.97,,,,,1.17,1.17,,
AISC,HSS,HSS3.500X0.188,6.66,1.82,,,,,1.18,1.18,,
AISC,HSS,HSS3.500X0.125,4.51,1.23,,,,,1.2,1.2,,
AISC,HSS,HSS3.000X0.250,7.35,2.03,,,,,0.982,0.982,,
AISC,HSS,HSS3.000X0.216,6.43,1.77,,,,,0.992,0.992,,
AISC,HSS,HSS3.000X0.203,6.07,1.67,,,,,0.996,0.996,,
AISC,HSS,HSS3.000X0.188,5.65,1.54,,,,,1.0,1.0,,
AISC,HSS,HSS3.000X0.152,4.63,1.27,,,,,1.01,1.01,,
AISC,HSS,HSS3.000X0.134,4.11,1.12,,,,,1.02,1.02,,
AISC,HSS,HSS3.000X0.125,3.84,1.05,,,,,1.02,1.02,,
AISC,HSS,HSS2.875X0.250,7.02,1.93,,,,,0.938,0.938,,
AISC,HSS,HSS2.875X0.203,5.8,1.59,,,,,0.952,0.952,,
AISC,HSS,HSS2.875X0.188,5.4,1.48,,,,,0.957,0.957,,
AISC,HSS,HSS2.875X0.125,3.67,1.01,,,,,0.976,0.976,,
AISC,HSS,HSS2.500X0.250,6.01,1.66,,,,,0.806,0.806,,
AISC,HSS,HSS2.500X0.188,4.65,1.27,,,,,0.825,0.825,,
AISC,HSS,HSS2.500X0.125,3.17,0.869,,,,,0.844,0.844,,
AISC,HSS,HSS2.375X0.250,5.68,1.57,,,,,0.762,0.762,,
AISC,HSS,HSS2.375X0.218,5.03,1.39,,,,,0.771,0.771,,
AISC,HSS,HSS2.375X0.188,4.4,1.2,,,,,0.781,0.781,,
AISC,HSS,HSS2.375X0.154,3.66,1.0,,,,,0.791,0.791,,
AISC,HSS,HSS2.375X0.125,3.01,0.823,,,,,0.8,0.8,,
AISC,HSS,HSS1.900X0.188,3.44,0.943,,,,,0.613,0.613,,
AISC,HSS,HSS1.900X0.145,2.72,0.749,,,,,0.626,0.626,,
AISC,HSS,HSS1.900X0.120,2.28,0.624,,,,,0.634,0.634,,
AISC,HSS,HSS1.660X0.140,2.27,0.625,,,,,0.543,0.543,,
AISC,PIPE,Pipe26STD,103.0,28.2,,,,,9.07,9.07,,
AISC,PIPE,Pipe24STD,94.7,26.0,,,,,8.36,8.36,,
AISC,PIPE,Pipe20STD,78.7,21.6,,,,,6.95,6.95,,
AISC,PIPE,Pipe18STD,70.7,19.4,,,,,6.24,6.24,,
AISC,PIPE,Pipe16STD,62.6,17.2,,,,,5.53,5.53,,
AISC,PIPE,Pipe14STD,54.6,15.0,,,,,4.83,4.83,,
AISC,PIPE,Pipe12STD,49.6,13.7,,,,,4.39,4.39,,
AISC,PIPE,Pipe10STD,40.5,11.5,,,,,3.68,3.68,,
AISC,PIPE,Pipe8STD,28.6,7.85,,,,,2.95,2.95,,
AISC,PIPE,Pipe6STD,19.0,5.2,,,,,2.25,2.25,,
AISC,PIPE,Pipe5STD,14.6,4.01,,,,,1.88,1.88,,
AISC,PIPE,Pipe4STD,10.8,2.96,,,,,1.51,1.51,,
AISC,PIPE,Pipe3-1/2STD,9.12,2.5,,,,,1.34,1.34,,
AISC,PIPE,Pipe3STD,7.58,2.07,,,,,1.17,1.17,,
AISC,PIPE,Pipe2-1/2STD,5.8,1.61,,,,,0.952,0.952,,
AISC,PIPE,Pipe2STD,3.66,1.02,,,,,0.791,0.791,,
AISC,PIPE,Pipe1-1/2STD,2.72,0.749,,,,,0.626,0.626,,
AISC,PIPE,Pipe1-1/4STD,2.27,0.625,,,,,0.543,0.543,,
AISC,PIPE,Pipe1STD,1.68,0.469,,,,,0.423,0.423,,
AISC,PIPE,Pipe3/4STD,1.13,0.312,,,,,0.336,0.336,,
AISC,PIPE,Pipe1/2STD,0.85,0.234,,,,,0.264,0.264,,
AISC,PIPE,Pipe26XS,136.0,36.1,,,,,9.03,9.03,,
AISC,PIPE,Pipe24XS,126.0,33.3,,,,,8.33,8.33,,
AISC,PIPE,Pipe20XS,104.0,27.6,,,,,6.91,6.91,,
AISC,PIPE,Pipe18XS,93.5,24.8,,,,,6.21,6.21,,
AISC,PIPE,Pipe16XS,82.9,22.0,,,,,5.5,5.5,,
AISC,PIPE,Pipe14XS,72.2,19.2,,,,,4.79,4.79,,
AISC,PIPE,Pipe12XS,65.5,17.5,,,,,4.35,4.35,,
AISC,PIPE,Pipe10XS,54.8,15.1,,,,,3.64,3.64,,
AISC,PIPE,Pipe8XS,43.4,11.9,,,,,2.89,2.89,,
AISC,PIPE,Pipe6XS,28.6,7.83,,,,,2.2,2.2,,
AISC,PIPE,Pipe5XS,20.8,5.73,,,,,1.85,1.85,,
AISC,PIPE,Pipe4XS,15.0,4.14,,,,,1.48,1.48,,
AISC,PIPE,Pipe3-1/2XS,12.5,3.43,,,,,1.31,1.31,,
AISC,PIPE,Pipe3XS,10.3,2.83,,,,,1.14,1.14,,
AISC,PIPE,Pipe2-1/2XS,7.67,2.1,,,,,0.93,0.93,,
AISC,PIPE,Pipe2XS,5.03,1.4,,,,,0.771,0.771,,
AISC,PIPE,Pipe1-1/2XS,3.63,1.0,,,,,0.61,0.61,,
AISC,PIPE,Pipe1-1/4XS,3.0,0.837,,,,,0.528,0.528,,
AISC,PIPE,Pipe1XS,2.17,0.602,,,,,0.41,0.41,,
AISC,PIPE,Pipe3/4XS,1.48,0.407,,,,,0.325,0.325,,
AISC,PIPE,Pipe1/2XS,1.09,0.303,,,,,0.253,0.253,,
AISC,PIPE,Pipe12XXS,126.0,35.4,,,,,4.2,4.2,,
AISC,PIPE,Pipe10XXS,104.0,28.8,,,,,3.51,3.51,,
AISC,PIPE,Pipe8XXS,72.5,20.0,,,,,2.78,2.78,,
AISC,PIPE,Pipe6XXS,53.2,14.7,,,,,2.08,2.08,,
AISC,PIPE,Pipe5XXS,38.6,10.7,,,,,1.74,1.74,,
AISC,PIPE,Pipe4XXS,27.6,7.66,,,,,1.39,1.39,,
AISC,PIPE,Pipe3XXS,18.6,5.17,,,,,1.06,1.06,,
AISC,PIPE,Pipe2-1/2XXS,13.7,3.83,,,,,0.854,0.854,,
AISC,PIPE,Pipe2XXS,9.04,2.51,,,,,0.711,0.711,,
